provider,sourceType,sourceCode,sourceDescription,canonicalConcept,conceptGroup,signalClass,severity,direction,requiresReview,canContributeToDecline,dedupeKey,narrativeKey,notes,status,displayLabel
lexis_nexis_instant_id,reason_code,"02","The input SSN is reported as deceased",identity_deceased,identity,identity,high,negative,true,true,"02",,,active,"SSN reported as deceased"
lexis_nexis_instant_id,reason_code,"03","The input SSN was issued prior to the input date-of-birth",ssn_issued_before_dob,identity,identity,high,negative,true,true,"03",,,active,"SSN issued before DOB"
lexis_nexis_instant_id,reason_code,"04","The input last name and SSN are verified, but not with the input address and phone",identity_partial_match,identity,identity,medium,neutral,true,false,"04",,,active,"Last name and SSN verified, address and phone mismatch"
lexis_nexis_instant_id,reason_code,"06","The input SSN is invalid",ssn_invalid,identity,identity,high,negative,true,true,"06",,,active,"Invalid SSN"
lexis_nexis_instant_id,reason_code,"07","The input phone number may be disconnected",phone_disconnected,phone,phone,medium,negative,true,false,"07",,,active,"Phone may be disconnected"
lexis_nexis_instant_id,reason_code,"08","The input phone number is potentially invalid",phone_invalid,phone,phone,medium,negative,true,false,"08",,,active,"Phone potentially invalid"
lexis_nexis_instant_id,reason_code,"09","The input phone number is a pager number",phone_pager,phone,phone,low,negative,true,false,"09",,,active,"Phone is a pager"
lexis_nexis_instant_id,reason_code,"10","The input phone number is a mobile number",phone_mobile,phone,phone,low,neutral,false,false,"10",,,active,"Phone is a mobile number"
lexis_nexis_instant_id,reason_code,"11","The input address may be invalid according to postal specifications",address_invalid,address,address,medium,negative,true,false,"11",,,active,"Address may be invalid"
lexis_nexis_instant_id,reason_code,"12","The input zip code belongs to a post office box",address_po_box,address,address,medium,negative,true,false,"12",,,active,"ZIP belongs to a PO Box"
lexis_nexis_instant_id,reason_code,"14","The input address is a transient commercial or institutional address",address_high_risk,address,address,medium,negative,true,false,"14",,,active,"Transient or institutional address"
lexis_nexis_instant_id,reason_code,"15","The input phone number matches a transient commercial or institutional address",phone_address_risky,phone,phone,medium,negative,true,false,"15",,,active,"Phone matches transient or institutional address"
lexis_nexis_instant_id,reason_code,"16","The input phone number and input zip code combination is invalid",phone_zip_mismatch,phone,phone,medium,negative,true,false,"16",,,active,"Phone and ZIP combination invalid"
lexis_nexis_instant_id,reason_code,"19","Unable to verify name, address, SSN/TIN and phone",identity_unverifiable,identity,identity,high,negative,true,true,"19",,,active,"Unable to verify core identity fields"
lexis_nexis_instant_id,reason_code,"25","Unable to verify address",address_unverifiable,address,address,medium,negative,true,false,"25",,,active,"Unable to verify address"
lexis_nexis_instant_id,reason_code,"26","Unable to verify SSN/TIN",ssn_unverifiable,identity,identity,medium,negative,true,false,"26",,,active,"Unable to verify SSN/TIN"
lexis_nexis_instant_id,reason_code,"27","Unable to verify phone number",phone_unverifiable,phone,phone,medium,negative,true,false,"27",,,active,"Unable to verify phone number"
lexis_nexis_instant_id,reason_code,"28","Unable to verify date-of-birth",dob_unverifiable,identity,identity,medium,negative,true,false,"28",,,active,"Unable to verify DOB"
lexis_nexis_instant_id,reason_code,"29","The input SSN/TIN may have been miskeyed",ssn_miskey_suspected,identity,identity,medium,negative,true,false,"29",,,active,"SSN/TIN may be miskeyed"
lexis_nexis_instant_id,reason_code,"30","The input address may have been miskeyed",address_miskey_suspected,address,address,medium,negative,true,false,"30",,,active,"Address may be miskeyed"
lexis_nexis_instant_id,reason_code,"31","The input phone number may have been miskeyed",phone_miskey_suspected,phone,phone,medium,negative,true,false,"31",,,active,"Phone may be miskeyed"
lexis_nexis_instant_id,reason_code,"32","The input name matches the OFAC file",compliance_watchlist_match,compliance,compliance,high,negative,true,true,"32",,,active,"Name matches OFAC"
lexis_nexis_instant_id,reason_code,"37","Unable to verify name",name_unverifiable,identity,identity,medium,negative,true,false,"37",,,active,"Unable to verify name"
lexis_nexis_instant_id,reason_code,"38","The input SSN is associated with multiple last names",identity_conflict,identity,identity,high,negative,true,true,"38",,,active,"SSN associated with multiple last names"
lexis_nexis_instant_id,reason_code,"39","The input SSN is recently issued",ssn_recently_issued,identity,identity,medium,negative,true,false,"39",,,active,"SSN recently issued"
lexis_nexis_instant_id,reason_code,"41","The input drivers license number is invalid for the input DL State",drivers_license_invalid,identity,identity,medium,negative,true,false,"41",,,active,"Driver license invalid for state"
lexis_nexis_instant_id,reason_code,"44","The input phone area code is changing",phone_area_code_change,phone,phone,low,neutral,false,false,"44",,,active,"Phone area code changing"
lexis_nexis_instant_id,reason_code,"46","The input work phone is a pager number",work_phone_pager,phone,phone,low,negative,true,false,"46",,,active,"Work phone is a pager"
lexis_nexis_instant_id,reason_code,"48","Unable to verify first name",first_name_unverifiable,identity,identity,medium,negative,true,false,"48",,,active,"Unable to verify first name"
lexis_nexis_instant_id,reason_code,"49","The input phone and address are geographically distant (>10 miles)",phone_address_mismatch,phone,phone,medium,negative,true,false,"49",,,active,"Phone and address are geographically distant"
lexis_nexis_instant_id,reason_code,"50","The input address matches a prison address",address_high_risk,address,address,high,negative,true,true,"50",,,active,"Address matches a prison"
lexis_nexis_instant_id,reason_code,"51","The input last name is not associated with the input SSN",last_name_ssn_mismatch,identity,identity,high,negative,true,true,"51",,,active,"Last name not associated with SSN"
lexis_nexis_instant_id,reason_code,"52","The input first name is not associated with the input SSN",first_name_ssn_mismatch,identity,identity,high,negative,true,true,"52",,,active,"First name not associated with SSN"
lexis_nexis_instant_id,reason_code,"53","The input home phone and work phone are geographically distant (>100 miles)",phone_geo_mismatch,phone,phone,medium,negative,true,false,"53",,,active,"Home and work phones are geographically distant"
lexis_nexis_instant_id,reason_code,"55","The input work phone is potentially invalid",work_phone_invalid,phone,phone,medium,negative,true,false,"55",,,active,"Work phone potentially invalid"
lexis_nexis_instant_id,reason_code,"56","The input work phone is potentially disconnected",work_phone_disconnected,phone,phone,medium,negative,true,false,"56",,,active,"Work phone potentially disconnected"
lexis_nexis_instant_id,reason_code,"57","The input work phone is a mobile number",work_phone_mobile,phone,phone,low,neutral,false,false,"57",,,active,"Work phone is a mobile number"
lexis_nexis_instant_id,reason_code,"64","The input address returns a different phone number",address_phone_mismatch,address,address,medium,negative,true,false,"64",,,active,"Address returns a different phone number"
lexis_nexis_instant_id,reason_code,"66","The input SSN is associated with a different last name, same first name",identity_conflict,identity,identity,medium,negative,true,true,"66",,,active,"SSN associated with different last name"
lexis_nexis_instant_id,reason_code,"71","The input SSN is not found in the public record",ssn_not_found,identity,identity,medium,negative,true,false,"71",,,active,"SSN not found in public record"
lexis_nexis_instant_id,reason_code,"72","The input SSN is associated with a different name and address",identity_conflict,identity,identity,high,negative,true,true,"72",,,active,"SSN associated with different name and address"
lexis_nexis_instant_id,reason_code,"74","The input phone number is associated with a different name and address",phone_identity_mismatch,phone,phone,medium,negative,true,false,"74",,,active,"Phone associated with different name and address"
lexis_nexis_instant_id,reason_code,"75","The input name and address are associated with an unlisted/non-published phone number",phone_unlisted,phone,phone,low,neutral,false,false,"75",,,active,"Unlisted or non-published phone number"
lexis_nexis_instant_id,reason_code,"76","The input name may have been miskeyed",name_miskey_suspected,identity,identity,medium,negative,true,false,"76",,,active,"Name may be miskeyed"
lexis_nexis_instant_id,reason_code,"77","The input name was missing",name_missing,identity,identity,medium,negative,true,false,"77",,,active,"Name missing"
lexis_nexis_instant_id,reason_code,"78","The input address was missing",address_missing,address,address,medium,negative,true,false,"78",,,active,"Address missing"
lexis_nexis_instant_id,reason_code,"79","The input SSN/TIN was missing or incomplete",ssn_missing,identity,identity,medium,negative,true,false,"79",,,active,"SSN/TIN missing or incomplete"
lexis_nexis_instant_id,reason_code,"80","The input phone was missing or incomplete",phone_missing,phone,phone,medium,negative,true,false,"80",,,active,"Phone missing or incomplete"
lexis_nexis_instant_id,reason_code,"81","The input date-of-birth was missing or incomplete",dob_missing,identity,identity,medium,negative,true,false,"81",,,active,"DOB missing or incomplete"
lexis_nexis_instant_id,reason_code,"82","The input name and address return a different phone number",address_phone_mismatch,address,address,medium,negative,true,false,"82",,,active,"Name and address return a different phone number"
lexis_nexis_instant_id,reason_code,"83","The input date-of-birth may have been miskeyed",dob_miskey_suspected,identity,identity,medium,negative,true,false,"83",,,active,"DOB may be miskeyed"
lexis_nexis_instant_id,reason_code,"85","The input SSN was issued to a non-US citizen",identity_non_us_citizen,identity,identity,medium,negative,true,false,"85",,,active,"SSN issued to non-US citizen"
lexis_nexis_instant_id,reason_code,"89","The input SSN was issued within the last three years",ssn_recently_issued,identity,identity,medium,negative,true,false,"89",,,active,"SSN issued within last three years"
lexis_nexis_instant_id,reason_code,"90","The input SSN was issued after age five (post-1990)",ssn_late_issued,identity,identity,medium,negative,true,false,"90",,,active,"SSN issued after age five"
lexis_nexis_instant_id,reason_code,"CA","The primary input address is a Commercial Mail Receiving Agency",address_cmra,address,address,medium,negative,true,false,"CA",,,active,"Primary address is a CMRA"
lexis_nexis_instant_id,reason_code,"CL","The input SSN is not the primary SSN for the input identity",identity_conflict,identity,identity,medium,negative,true,false,"CL",,,active,"SSN is not primary for identity"
lexis_nexis_instant_id,reason_code,"CO","The input zip code is a corporate only zip code",address_high_risk,address,address,medium,negative,true,false,"CO",,,active,"Corporate-only ZIP code"
lexis_nexis_instant_id,reason_code,"CZ","Address mismatch between city/state and zip code",address_zip_mismatch,address,address,medium,negative,true,false,"CZ",,,active,"City/state and ZIP mismatch"
lexis_nexis_instant_id,reason_code,"DD","A di erent drivers license number has been found for the input applicant",drivers_license_conflict,identity,identity,medium,negative,true,false,"DD",,,active,"Different driver license number found"
lexis_nexis_instant_id,reason_code,"DF","The input drivers license number is valid and is not on record",drivers_license_not_on_record,identity,identity,medium,negative,true,false,"DF",,,active,"Valid driver license not on record"
lexis_nexis_instant_id,reason_code,"DI","The input identity is reported as deceased",identity_deceased,identity,identity,high,negative,true,true,"DI",,,active,"Identity reported as deceased"
lexis_nexis_instant_id,reason_code,"DM","The input drivers license number may have been miskeyed",drivers_license_miskey_suspected,identity,identity,medium,negative,true,false,"DM",,,active,"Driver license may be miskeyed"
lexis_nexis_instant_id,reason_code,"DV","Unable to verify drivers license number",drivers_license_unverifiable,identity,identity,medium,negative,true,false,"DV",,,active,"Unable to verify driver license"
lexis_nexis_instant_id,reason_code,"IS","Input SSN possibly randomly issued by SSA, but invalid when first associated with the input identity",ssn_randomly_issued,identity,identity,high,negative,true,true,"IS",,,active,"SSN possibly randomly issued by SSA"
lexis_nexis_instant_id,reason_code,"IT","The input SSN is an ITIN",identity_itin_present,identity,identity,medium,negative,true,false,"IT",,,active,"SSN is an ITIN"
lexis_nexis_instant_id,reason_code,"MI","Multiple identities associated with the input SSN",identity_conflict,identity,identity,high,negative,true,true,"MI",,,active,"Multiple identities on SSN"
lexis_nexis_instant_id,reason_code,"MO","The input zip code is a military only zip code",address_high_risk,address,address,medium,negative,true,false,"MO",,,active,"Military-only ZIP code"
lexis_nexis_instant_id,reason_code,"MS","Multiple SSNs reported with applicant",identity_conflict,identity,identity,high,negative,true,true,"MS",,,active,"Multiple SSNs reported"
lexis_nexis_instant_id,reason_code,"NB","No date-of-birth reported for the input identity",dob_missing,identity,identity,medium,negative,true,false,"NB",,,active,"No DOB reported"
lexis_nexis_instant_id,reason_code,"NF","The input  first name and last name may have been fipped",name_miskey_suspected,identity,identity,medium,negative,true,false,"NF",,,active,"First and last name may be flipped"
lexis_nexis_instant_id,reason_code,"PA","Potential address discrepancy - the Input address may be previous address",address_discrepancy,address,address,medium,negative,true,false,"PA",,,active,"Address may be previous address"
lexis_nexis_instant_id,reason_code,"PO","The primary input address is a PO Box",address_po_box,address,address,medium,negative,true,false,"PO",,,active,"Primary address is a PO Box"
lexis_nexis_instant_id,reason_code,"RS","The input SSN was possibly randomly issued by the SSA",ssn_randomly_issued,identity,identity,medium,negative,true,false,"RS",,,active,"SSN possibly randomly issued by SSA"
lexis_nexis_instant_id,reason_code,"SD","The input address State is different than the LN best address State for the input identity",address_state_mismatch,address,address,medium,negative,true,false,"SD",,,active,"Address state differs from LexisNexis best address"
lexis_nexis_instant_id,reason_code,"SR","Address mismatch on secondary address range",address_range_mismatch,address,address,medium,negative,true,false,"SR",,,active,"Secondary address range mismatch"
lexis_nexis_instant_id,reason_code,"VA","The input address is a vacant address",address_vacant,address,address,medium,negative,true,false,"VA",,,active,"Vacant address"
lexis_nexis_instant_id,reason_code,"WL","The input name matches one or more of the non-OFAC global screening list(s)",compliance_watchlist_match,compliance,compliance,high,negative,true,true,"WL",,,active,"Name matches non-OFAC watchlist"
lexis_nexis_instant_id,reason_code,"ZI","Unable to verify zip code",zip_unverifiable,address,address,medium,negative,true,false,"ZI",,,active,"Unable to verify ZIP code"
